GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,12 - National Accounts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,>12 - National Accounts,2010,,<a href="http://alpha.dev.clio-infra.eu/clioinfra/datasets/12 - National Accounts/GDP per capita.xlsx">Clio Infra</a>,,,,,,y=[2000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GDP per capita.xlsx,,12 - National Accounts description,,0=[0xBD0026][10000] 1=[0xF03B20][8000] 2=[0xFD8D3C][6000] 3=[0xFEB24C][4000] 4=[0xFED976][2000] 5=[0xFFFFB2],,,,,
,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,,,,,,869,4149,3520,,1684,,,10995,11630,,25301,24131,8097,,7348,1146,,12607,23655,,1394,,,,5348,4769,6429,,,8886,1063,479,2482,1212,25267,2735,,,706,13185,6725,6330,549,2159,,8032,,10724,3764,,12868,,,24621,1254,,4464,3987,3725,2940,22049,,19951,,,24344,22223,3811,1043,5984,20801,1650,,16362,,4461,628,617,,686,,2323,,9500,,2975,,,1049,27898,17937,19909,3668,22816,5702,11245,1098,,12894,2835,,14816,4453,1952,802,,,11342,,,730,744,10292,,1145,,,1299,14529,7979,,,1001,7408,,3465,2160,,4571,,1134,24695,,18653,1674,514,1524,,28500,8332,2239,,,6675,,3295,5388,2926,10160,14436,17311,,,4895,9111,1020,,,,,,,8435,1456,7421,6109,686,28107,13033,18745,,978,4793,19706,4895,,,3150,24409,25104,8360,1540,8750,,,606,,,21314,6103,8066,4383,,,1008,5003,15589,23742,,31178,9893,5284,,,,,845,779,,,20926,,,,15074,,,,,
,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,,,,,,863,3905,3460,,1520,,,10407,10879,,25014,23674,7308,,7020,1095,,11415,23447,,1368,,,,5041,4728,6196,,,8315,1045,475,2367,1204,25809,2599,,,723,12894,6303,6270,559,2100,,7868,,10473,3625,,12520,,,24995,1209,,4303,3802,3534,2917,20361,,20566,,,24132,22287,3801,1010,5842,20547,1568,,15925,,4381,613,609,,689,,2280,,9419,,2817,,,983,29090,17549,20110,3835,22950,5412,10936,1110,,12572,2671,,15432,4152,1888,781,,,10980,,,702,694,10013,,1120,,,1303,13741,7972,,,1016,6930,,3319,2059,,4484,,1097,24320,,18801,1652,488,1468,,28013,7982,2240,,,6410,,3190,4970,2877,9681,14482,15051,,,4565,8587,943,,,,,,,8244,1460,7001,6021,666,28138,12267,18287,,950,4689,19551,4663,,,3065,24496,24748,8125,1455,8584,,,615,,,20801,5892,8104,4012,,,958,4868,15094,23642,,31357,9129,4895,,,,,812,900,,,20962,,,,15314,,,,,
,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,,,,,,790,3693,3400,,1292,,,9679,9553,,24359,22893,5962,,6588,1044,,10467,22882,,1348,,,,4496,4619,6034,,,7763,1040,475,2185,1192,24971,2426,,,740,12432,6048,5917,573,2190,,7473,,9915,3388,,11792,,,24680,1174,,4026,3767,3358,2835,17243,,19062,,,23190,21920,3675,978,5185,20041,1514,,15339,,4212,617,606,,679,,2191,,9284,,2617,,,994,27760,16980,19798,3814,22420,5092,10077,1066,,12708,2495,,13937,3910,1800,750,,,10053,,,682,655,9597,,1103,,,1322,13297,7795,,,1031,6260,,3294,1959,,4292,,1077,23587,,18405,1631,490,1400,,27899,7657,2166,,,6099,,3060,4625,2741,9060,14262,13255,,,4338,7905,898,,,,,,,8152,1434,6536,5814,640,26455,11128,16877,,918,4503,18895,4410,,,2953,23912,23986,7976,1375,8238,,,621,,,19854,5598,7850,3636,,,916,4480,14793,23107,,31004,8529,4516,,,,,776,958,,,19899,,,,15297,,,,,
,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
