CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,71.75,67.33,,,,,,71.98,68.89,,,,,,,,,,,63.24,,,,,70.59,,,,,,,,,,,,,,,,66.85,,,71.52,,,,,,,,,71.93,,,67.92,69.19,,,,,,,,,,,,,,,,,64.25,73.53,,,,,66.74,,67.48,,60.9,,,,,,,,72.64,,,,,,70.55,,,,,,,,,,,,,,,,,,,,,,,,72.59,,71.24,,,,,73.25,,,,,,,,,,68.63,61.03,,,,,71.14,,,,,,,,,,,,,,62.55,,,,,64.23,,,,,72.44,71.09,,,,,,,,,,,,,,,,72.2,,70.92,,71.02,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,28211,54.16,42019,,29.22,,,61607,61938,,69.02,64.88,57.15,,49837,36749,,65022,66.35,,36525,,,,51683,46.82,49972,,,61.39,32888,38422,38588,37851,68.28,47323,,,37388,54336,39247,48365,40.1,41212,,56106,,59501,58314,,64.43,,,70.33,33764,,44302,47266,42066,43244,33882,35.08,64.36,,,64.24,66.39,35.97,32725,59799,66776,42.81,,64971,,41361,34622,31972,,36271,,40938,,62.07,71.01,36798,36497,,40043,65.6,64172,65.77,56647,59.3,42116,54159,41568,,54.5,52004,,64528,54278,41006,35.89,,,63.56,,,35747,35961,47006,,35297,,,41.32,46861,48.56,,,41037,58.22,,41845,30278,,40249,,35596,71.45,,69.3,41056,37095,35594,,71.6,36.72,45.63,,,53.26,,62576,43109,46361,59045,58.53,47027,,,59863,57.3,39408,,,,,,,38657,37874,56307,,31714,59.25,60.89,64451,,32.18,43547,61.87,51363,,,40497,71.14,68.94,44776,52313,51,,28968,40134,,,58223,43606,41732,50497,,,39,64276,46987,68.7,,68.12,65977,54959,,,,,41222,47649,,,,,,,61711,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,66.53,62.23,,,,,,65.24,63.82,,,,,,,,,,,59.64,,,,,66.16,,,,,,,,,,,,,,,,61.97,,,69.1,,,,,,,,,64.36,,,60.37,63.43,,,,,,,,,,,,,,,,,59.85,68.53,,,,,64.5,,63.99,,57.58,,,,,,,,65.54,,,,,,64.28,,,,,,,,,,,,,,,,,,,,,,,,70.32,,67.41,,,,,69.91,,,,,,,,,,63.03,55.79,,,,,62.84,,,,,,,,,,,,,,59.14,,,,,59.35,,,,,69.83,66.65,,,,,,,,,,,,,,,,65.78,,66.24,,65.4,,,,,,,,,,,,,,,,,,,
