GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.02,,4.25,,,,1.71,2.24e-12,,,0.893099949,25.95,,1.02,,,1.714290023,,49.89,1.42,210.23,,4.76,,,0.71,2.31e-14,,3.06,0.0012,210.23,50,4,210.23,0.973671235,28.75,,,210.23,0.000684909,2.46180892,6.401141173,210.23,210.23,,5.614999771,,,,0.36,,,,6.906139887,214.39,1.71,1,1,0.348140663,1,210.23,2.48,,,0.79,3.2,4.26,210.23,1.78,,,7.1429e-05,,30,1.71,1,21.3,0.442307711,1.715290183,5,,2,,,0.168923438,4.762899923,,,0.3571,0.36,0.00018,624.74,0.714286029,360.1000007,0.357043052,,7.140860521,0.89,0.35,,,,3.18,0.71,1,,,,,,8516,0.714185076,3.060219894,4.76,210.23,0.36,,41.97,4.760900154,0.0125,1,,,,,4.197406864,0.02875,,,,6.6,3.79,,0.714322384,2.06e-09,210.23,0.714386041,,7.1429,0.35,4.761899943,,,1,0.89,97.42136659,2.4e-08,2.000403574,4,28.75,,,,0.0006,,50,1.71,1.71,1.71,0.71,,,3.75,210.23,,4.76,0.71,3.06,,,0.89,7.14,0.714185958,42,4.762899138,,1.9e-06,0.71,5.1732,4373,3.58,,20.99175509,,,210.23,,0.89,1.714290023,0.42,2.7999559e-06,,,,0.071429998,,,0.357171288,,1,7.6e-06,,76.44,,,,0.714186031,0.0007141861,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,4.97,,,,,,,,5.410833,,,,,,,,7.5,,,,,,,,4.115833,,,,,,,,,,,,,,,,,,,5.24,,,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,,4.18,,,,5.61,,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07,,4.95,,,,,4.76,,3.2,,,,,,9.36,,,3.03,,,,,,,,,,,,,,,,,,,,,,,5.145833,,,,,,4.33,3.153333,,,,,,,,,,,4.72,,,,,,,4.98,,3.315833,6.18,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,17.2,,,66.0497512437811,11.5927580736709,,,,,,,67.1685962675363,,,,,,,,30.6158738461894,,,,,,,,61.7317766288903,,,,,9.0231730215327,,5.83260316268202,,,,14.2353392104254,,,,,,,,26.1473500291206,,,,9.63338039550841,,2.87273479773479,,,,,,16.064368054846,27.2948265826685,,,,,69.535864978903,,8.41044776119403,,4.78672481650888,,,,,,,,,5.11313260217254,23.7322372284204,,,,72.7942077464789,,35.6992898115034,,9.49918500716436,,,,,,,,,,,,,,,,,,,,,,,,,,4.10391468826355,,,,,,,,,,,,88.8061555305946,,67.3943127962085,,,,,28.4609853802171,,,,,19.916142557652,,,20.6456415809421,16.0259502619978,,17.6228209191759,,,,,,,,,,,,,,,,,,,,,,,50.7036550667542,30.0156438026474,25.625947767481,,,,28.6210665890713,19.9177868083776,,,14.9858822491731,,,,,,,,15.1104274479443,,,,,,,118.14,,59.1488051681956,,,,,,,,,,,,,,,,,,,
,,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.02,,3.67,,,,1.71,1.82e-12,,,0.893099949,25.95,,1.02,,,1.714290023,,50.24,1.42,180.82,,4.76,,,0.71,1.83e-14,,3.06,0.0012,180.82,50,4,180.82,0.961643052,28.75,,,180.82,0.000512744,2.46180892,3.797710918,180.82,180.82,,5.614999771,,,,0.36,,,,6.905139995,214.39,1.71,1,1,0.348140663,1,180.82,,,,0.79,2.56,3.62,180.82,1.78,,,7.1429e-05,,30,1.71,1,17.93,0.442307711,1.714290021,5,,2,,,0.168923438,4.763899899,,,0.3572,0.36,0.00018,625,0.714487349,359.9999995,0.357043052,,7.142859933,0.89,0.35,,,,3.18,0.71,1,,,,,,7232,0.714185076,3.061219928,4.76,180.82,0.36,,36.16,4.760900154,0.0125,1,,,,,3.616349896,0.02875,,,,6.26,3.82,,0.714322384,2.06e-09,180.82,0.714386041,,7.141900129,0.35,4.762899071,,,1,0.89,77.67021435,1.91e-08,2.000403574,4,28.75,,,,0.0006,,50,1.71,1.71,1.71,0.71,,,3.75,180.82,,4.76,0.71,3.06,,,0.89,7.14,0.714185958,41.3,4.763899327,,1.9e-06,0.71,5.172200005,4373,3.58,,20.75173325,,,180.82,,0.89,1.715290129,0.35,2.7999559e-06,,,,0.071429998,,,0.357371393,,1,4.28e-06,,64.69,,,,0.714286028,0.0007141861,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,5.02,,,,,,,,6065,,,,,,,,7.6,,,,,,,,4125,,,,,,,,,,,,,,,,,,,5.77,,,,,,,,,,,,,5.16,,,,,,,,,,,,,,,,,,,4.14,,,,5.59,,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,4.82,,,,,4.58,,3.2,,,,,,7.71,,,3.05,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,4.33,3.6675,,,,,,,,,,,4.8,,,,,,,4.98,,3.6475,6.05,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,19.7,,,67.7237634682277,8.30426907365725,,,,,,,62.8383130746324,,,,,,,,22.0713956304066,,,,,,,,61.4127461706783,,,,,9.29631561610737,,4.85705979261556,,,,16.2334026555751,,,,,,,,27.085488287192,,,,8.74146260203232,,2.23903210789217,,,,,,16.8892145475899,24.0700218818381,,,,,78.6943620178042,,7.46368715083799,,4.20503716853434,,,,,,4.63087248322148,,,6.64770821262947,27.3825396825397,,,,70.1491431693989,,35.9523420251485,,9.32083582503488,,,,,,,,,,,,,,,,,,,14.9434256730394,,,,,,,4.27474070690151,,,,,,,,,,,,89.9563711371472,,68.0556404494382,,,,,28.1465399343545,,,,,16.5142409197805,,,17.5283298724414,13.7354051444123,,18.5241264559068,,,,,,,,,,,,,,,,,,,,,,,48.4042889390519,34.0512330340562,24.4836811128946,,,,27.5418107386335,22.0600996304033,,,12.5723196627933,,,,,,,,17.478323699422,,,,,,,122.15,,58.6699570367447,,,,,,,,,,,,,,,,,,,
,,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.02,,3.5,,,,1.71,1.38e-12,,,0.892999923,26,,1.02,,,1.714290023,,50,1.42,174.89,,4.76,,,0.71,1.73e-14,,3.06,0.0012,174.89,50,4,174.89,0.986801771,28.75,,,174.89,0.000329222,2.46180892,2.510486251,174.89,174.89,,5.614999771,,,,0.36,,,,6.905139995,214.39,1.71,1,1,0.348242014,1,174.89,,,,0.79,2.3,3.5,174.89,1.78,,,7.1429e-05,,30,1.71,1,17.5,0.442307711,1.714290021,5,,2,,,0.168923438,4.761899938,,,0.3571,0.36,0.00018,625,0.714487349,359.9999995,0.357143015,,7.142859933,0.89,0.35,,,,3.2,0.71,1,,,,,,6994,0.714185076,3.062219962,4.76,174.89,0.36,,34.97,4.761899943,0.0125,1,,,,,3.50033873,0.02875,,,,6.69,3.8,,0.714322384,2.06e-09,174.89,0.714286028,,7.142899988,0.35,4.763899199,,,1,0.89,61.21268591,1.89e-08,1.999430613,4,28.75,,,,,,50,1.71,1.71,1.71,0.71,,,3.75,174.89,,4.76,0.71,3.06,,,0.89,7.14,0.714185958,38.95,4.761899943,,1.9e-06,0.71,5.173199993,4373,3.58,,20.78173722,,,174.89,,0.89,1.714290021,0.35,2.7999559e-06,,,,0.071429998,,,0.357371393,,1,4.17e-06,,63.6,,,,0.71418603,0.0007141861,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,5.03,,,,,,,,4.759167,,,,,,,,7.6,,,,,,,,3.605833,,,,,,,,,,,,,,,,,,,5.71,,,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,3.93,,,,5.29,,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,,4.65,,,,,4.31,,3.14,,,,,,7.7,,,3.03,,,,,,,,,,,,,,,,,,,,,,,4.73,,,,,,3.75,3125,,,,,,,,,,,4.82,,,,,,,4.74,,3.1825,6.41,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,22,,,71.8182657678456,10.9238191123416,,,,,,,65.8899807999569,,,,,,,,34.5509284739181,,,,,,,,68.0868108659238,,,,,7.25816195264138,,4.39934970678744,,,,15.2923211169284,,,,,,,,28.6074557858321,,,,9.14254875619175,,2.10501113345162,,,,,,16.5914762117231,23.1956885878669,,,,,84.7278382581649,,11.173285198556,,4.0718415549268,,,,,,3.9304347826087,,,6.71080682390429,25.4795417348609,,,,67.3144324528302,,36.8851220521166,,8.93583710157207,,,,,,,,,,,,,,,,,,,12.1837944664032,,,,,,,4.5235134084726,,,,,,,,,,,,85.0920022307029,,70.7604427333975,,,,,26.8607530405651,,,,,15.7167530224525,,,16.3484034144799,14.4966507177033,,19.1951219512195,,,,,,,,,,,,,,,,,,,,,,,48.1213569039656,35.2901897725215,21.5694650817236,,,,27.1501026237332,25.5459829059829,,,12.7403158633599,,,,,,,,18.3602645003621,,,,,,,128.97,,62.3572962161225,,,,,,,,,,,,,,,,,,,
,,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0168,,3.5,,,,1.71,6.08e-13,,,0.892999923,26,,1.02,,,1.714290023,,50,1.42,174.98,,4.76,,,0.71,1.5e-14,,3.06,0.0012,174.98,50,4,174.98,0.988906642,28.75,,,174.98,0.0001585,2.46180892,2.510486251,174.98,174.98,,5.614999771,,,,0.36,,,,6.90613988,214.39,1.71,1,1,0.348242014,1,174.98,,,,0.79,2.3,3.5,174.98,1.78,,,7.1429e-05,,30,1.71,1,17.5,0.442307711,1.714290021,5,,2,,,0.168923438,4.763899893,,,357,0.36,0.00018,625,0.714386688,359.9999995,0.357143015,,7.142859933,0.89,0.35,,,,3.25,0.71,1,,,,,,6998,0.714285075,3.061219926,4.76,174.98,0.36,,34.99,4.759900354,0.0125,1,,,,,3.50033873,0.02875,,,,8.31,3.8,,0.714422388,2.06e-09,174.98,0.71438604,,7.143899852,0.35,3.91473904,,,1,0.89,37.81842584,1.89e-08,1.998457652,4,28.75,,,,,,50,1.71,1.71,1.71,0.71,,,3.75,174.98,,4.76,0.71,3.06,,,0.89,7.14,0.714185958,38.95,4.761899943,,1.9e-06,0.71,5.173199993,4373,3.58,,21.64181132,,,174.98,,0.89,1.715290127,0.35,2.7989671e-06,,,,0.071429998,,,0.35727134,,1,3.52e-06,,63.63,,,,0.714286027,0.0007140862,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,4.52,,,,,,,,4.614167,,,,,,,,7.3,,,,,,,,3.189167,,,,,,,6.74,,,,,,,,,,,,5.55,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,3.72,,,,4.47,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,,4.15,,,,,2.99,,3.15,,,,,,7.82,,,3.18,,,,,,,,,,,,,,,,,,,,,,,4.33,,,,,,3.7,2.9825,,,,,,,,,,,4.81,,,,,,,4.17,,2.816667,6.23,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,24.1,,,74.980501949805,11.8947319303812,,,,,,,68.6243342430669,,,,,,,,17.0442546148374,,,,,,,,72.3329763571958,,,,,5.07142566683464,,4.00612218314446,,,,15.7977528089888,,,,,,,,29.8409405255878,,,,8.13903337211865,,1.62695944723528,,,,,,17.0404980462639,23.7004695609194,,,,,84.7741935483871,,12.2307905686546,,4.97575912222506,,,,,,2.58652094717668,,,8.56259055323358,29.6253776435045,,,,63.8198413793103,,38.0781569641481,,10.6158752732907,,,,,,,,,,,,,,,,,,,12.1794871794872,,,,,,,4.79550931118341,,,,,,,,,,,,87.947027071372,,73.8437594744821,,,,,26.7011285937886,,,,,16.0482654600302,,,17.312193412754,13.1462904911181,,19.6704119850187,,,,,,,,,,,,,,,,,,,,,,,49.6420293587432,38.8725551644283,19.5131954350927,,,,27.8043881910341,27.9860319794156,,,13.2970355632927,,,,,,,,20.5009148557536,,,,,,,138.09,,66.1620985779166,,,,,,,,,,,,,,,,,,,
,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,,,3.5,,,,1.71,5.43e-13,,,0.893099948,26,,1.02,,,1.714290023,,50,1.42,174.98,,4.76,,,0.71,1.1e-14,,3.06,0.0012,174.98,50,4,174.98,0.976076828,28.75,,,174.98,8.99e-05,2.46180892,2.510486251,174.98,174.98,,5.614999771,,,,0.36,,,,6.907139765,214.39,1.71,1,1,0.348140663,1,174.98,,,,0.79,2.3,3.5,174.98,1.78,,,7.1e-05,,30,1.71,1,17.5,0.442307711,1.714290021,5,,2,,,0.168923438,4.762899912,,,0.3571,0.36,0.00018,625,0.714487348,359.9999995,0.357043052,,7.140860518,0.89,0.35,,,,3.24,0.71,1,,,,,,6998,0.714285075,3.06,4.76,174.98,0.36,,34.99,4.758900561,0.01135,1,,,,,3.501338867,0.02875,,,,7.09,3.8,,0.714322384,1.47e-09,174.98,0.71438604,,7.142899984,0.35,3.309625119,,,1,0.89,28.62593249,1.89e-08,1.998457652,4,28.75,,,,,,50,1.71,1.71,1.71,0.71,,,3.75,174.98,,4.76,0.71,3.06,,,0.89,7.14,0.714085986,38.95,4.761899943,,1.9e-06,0.71,5.172199998,4373,3.58,,21.13176365,,,174.98,,0.89,1.715290127,0.35,2.7999559e-06,,,,0.071429998,,,0.35727134,,1,3.31e-06,,63.63,,,,0.71,0.000714286,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,4.46,,,,,,,,4.27,,,,,,,,7.09,,,,,,,,3.14,,,,,,,6.25,,,,,,,,,,,,5.24,,,,,,,,,,,,,4.53,,,,,,,,,,,,,,,,,,,3.65,,,,4.42,,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,,3.98,,,,,2.69,,3.14,,,,,,8.06,,,3.27,,,,,,,,,,,,,,,,,,,,,,,4.46,,,,,,3.24,2.62,,,,,,,,,,,4.81,,,,,,,3.76,,2.401667,6.55,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,23.9,,,76.8467028869713,14.268099837593,,,,,,,69.8614125883429,,,,,,,,14.6847480968138,,,,,,,,77.0121496556867,,,,,5.57671759137041,,4.81433885694961,,,,16.0568906326631,,,,,,,,29.3954159898935,,,,7.4593145701704,,1.66300787520734,,,,,,18.946203786761,24.7686302030791,,,,,69.873417721519,,13.7070512820513,,2.21016949152542,,,,,,2.7734375,,,9.25504696471906,24.8620655412115,,,,55.983465060241,,38.3952222092603,,12.631722325109,,,,,,,,,,,,,,,,,,,7.81439641490057,,,,,,,4.913303397533,,,,,,,,,,,,91.0517609969081,,75.2755993606819,,,,,26.1893065485328,,,,,13.4765625,,,13.8281499202552,12.1674657152414,,20.3128712871287,,,,,,,,,,,,,,,,,,,,,,,50.2911014650027,37.9393484373068,22.9337602561537,,,,27.9833026078021,30.8548770816812,,,16.519987104009,,,,,,,,14.7335302919848,,,,,,,146.48,,71.3090428781441,,,,,,,,,,,,,,,,,,,
,,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,,,3.5,,,,1.71,5.27e-13,,,0.892999922,24.45,,1.02,,,1.714290023,,50,1.42,174.98,,4.76,,,0.71,7.19e-15,,3.06,0.0012,174.98,50,,174.98,0.985799454,28.75,,,174.98,6.93e-05,2.46180892,2.510486251,174.97,174.98,,5.61599978,,,,0.36,,,,6.906139873,214.39,1.71,1,1,0.348140663,1,174.98,,,,0.79,2.3,3.5,174.98,1.78,,,7.1e-05,,26.25,1.71,1,17.5,0.442307711,1.714290021,5,,2,,,0.168923438,4.762899912,,,0.3571,0.36,8.93e-05,625,0.714487348,359.9999995,0.357043052,,7.140860518,0.89,0.35,,,,3.19,0.71,1,,,,,,6998,0.71,3.06,4.76,174.98,0.36,,34.99,4.760900147,0.008651,1,,,,,3.499339585,0.02875,,,,6.09,3.8,,0.714122376,1.47e-09,174.98,0.71438604,,7.142899984,0.35,3.308624987,,,1,0.89,24.28385616,1.98e-08,1.999430609,4,28.75,,,,,,50,1.71,1.71,1.71,0.71,,,3.75,174.98,,4.76,0.71,3.06,,,0.89,7.14,0.714185957,39.42,4.762899132,,1.9e-06,0.71,5.174199974,4373,2.19,,18.23152885,,,174.98,,0.89,1.714290019,0.35,2.7999559e-06,,,,0.071429998,,,0.357371393,,1,3.02e-06,,63.63,,,,0.71,0.00071,,,,,,,1,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,3.24,,,4.48,,,,,,,,4.4,,,,,,,,7.22,,,,,,,,3.68,,,,,8.33,,6.33,,,,,,,,,,,,5.08,,,,,,,,,,,,,4.93,,,,,,,,,,,,,,,,,,,3.64,,,,4.58,,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,,4.01,,,,,2.72,,3.06,,,,,,8.12,,,3.38,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,3.27,2.55,,,,,,,,,,,4.21,,,,,,,4.08,,2.92,6,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,,,,,,21.4,,,79.8650221084478,16.5658058965379,,,,,,,68.4600964698065,,,,,,,,13.9587761341505,,,,,,,,82.6012468471898,,,,,6.96144207127734,,4.66838170270922,,,,19.5283518812931,,,,,,,,36.1387711864407,,,,7.400513478819,,2.01456576025489,,,,,,18.3103122604005,25.7816589730167,,,,,63.9853747714808,,15.9085027726433,,3.46728565211084,,,,,,2.56931608133087,,,10.718979384069,24.6462406015038,,,,49.22275,,36.6022403056261,,11.9627805566243,,,,,,,,,,,,,,,,,,,5.70213379469435,,,,,,,4.26529737570882,,,,,,,,,,,,99.2808415035926,,79.2638461538461,,,,,25.9615476133822,,,,,13.0940170940171,,,8.2083885209713,12.7177055626229,,17.3410404624277,,,,,,,,,,,,,,,,,,,,,,,52.232476635514,40.2998531670592,24.7827008691965,,,,27.4722666319309,32.5991596638655,,,12.8306071942446,,,,,,,,17.688828618051,,,,,,,151.93,,70.147920284358,,,,,,,,,,,,,,,,,,,
,,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,,,3.5,,,,1.71,5.37e-13,,,0.892899997,21.36,,1.02,,,1.714290023,,50,1.42,174.98,,4.76,,,0.71,6.66e-15,,3.06,,174.98,50,,174.98,0.981689851,28.75,,,174.98,"0,00006",2.46180892,2.510486251,174.98,174.98,,5.613999754,,,,0.36,,,,6.906139873,214.39,1.71,1,1,0.348242013,1,174.98,,,,0.79,2.3,3.5,174.98,1.78,,,7.1e-05,,15,1.71,1,17.5,0.83,1.714290021,5,,2,,,0.168923438,4.762899912,,,0.35,0.36,3.6e-05,625,0.714386688,361.1000108,0.357043052,,7.140860518,0.89,0.35,,,,3.57,0.71,1,,,,,,6998,0.71,3.06,4.76,174.98,0.36,,34.99,4.761899936,0.008652,1,,,,,3.500338724,0.02875,,,,6.09,3.8,,0.714422387,1.47e-09,174.98,0.71438604,,7.141900113,0.35,3.310625249,,,1,0.89,9.860749427,1.55e-08,2.000403568,4,28.75,,,,,,50,1.71,1.71,1.71,0.71,,,3.75,174.98,,4.76,0.71,3.06,,,0.89,7.14,0.714185957,39.65,4.762899132,,1.9e-06,0.71,5.17219999,4373,2.19,,18.87158375,,,174.98,,0.89,1.715290125,0.35,2.7999559e-06,,,,0.071429998,,,0.35727134,,1,2.75e-06,,63.63,,,,0.71,0.00071,,,,,,,1,,,,
