GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GDP Per Capita (in 1990 international Geary-Khamis dollars),,Description GDP per Capita,,0=[0xBD0026][32000] 1=[0xF03B20][10000] 2=[0xFD8D3C][5900] 3=[0xFEB24C][4100] 4=[0xFED976][3000],,,,,869,5010.03177788928,3447.41914452535,,1599.1009701031,,,9971.92368459276,11647.337624933,,25218.3018906546,24565.4844964311,7870.78852657433,,4860.09800074824,1174.22196154971,,12638.3343680728,23701.2961423306,,1393.83937762077,,,,5348.53915232331,4768.83765153316,6542.01177946849,,,9278.93146882418,1182.09153906323,479.116051595874,2392.22154707164,1173.89451523174,25262.0711354392,2735.37580972276,,,705.742475006026,13479.0848105599,6724.77970026857,6839.71091190973,549.349185200369,2159.02135974044,,7990.36124858203,,10724.5558833453,3763.65546218487,,13350.3122520402,,,24788.5999649937,1254.39284423206,,4959.57243333396,5004.96012740282,4037.70757047392,2940,22048.5060644747,,21432.2007326343,,,24694.0578673912,22057.3504510492,3811.33264056771,1042.94874454325,5996.85802143887,20801.4374438476,1788.67444024969,,15777.5100206849,,4491.11771650061,627.644353357551,616.691791147047,,686,,2323,,8825.76483362075,,2951.61247077516,,,1597.5016712,24324.2859767449,18748.9539337154,19460.4958473145,3833.36897861996,22175.1244681219,5466.89918797159,10638.7991326878,1112.57680351019,,13657.7703448671,2965.25600432466,,14332.6371012995,4452.73482158975,1951.90256463269,801.59851879708,,,12666.7349188407,,,741.51731157283,662.246941045606,9880.32404226976,,1017.90774104441,,,1299.21016271061,14529.2417372933,7977.50651627842,,,1001.30804207229,7408.19072651377,,3782.25622338324,2399.48657754717,,4570.85349569511,,1133.88109923907,25112.3115275971,,18875.3620757814,1674,520.716275646978,1710.97572311876,,28464.3080142794,9362.34679981843,2457.32358845701,,,6675,,3295,5375.59172061313,2888.33372474852,10185.6033786399,14583.4890431782,11346.9970813522,,,5040.32535523401,9038.48552403597,1020.02117992005,,,,,,,10011.9466670091,1493.66739807113,7421.08201761278,6108.89774236388,686.442436217726,26638.2151498496,13037.0861218497,18745.0743369117,,978.065349286187,5048.08666012337,17734.0291528907,4882.22475455574,,,3150.2089803989,25181.2039060781,25293.2040392775,7555.62494844632,1555.82457293491,8922.89043482295,,,605.597888805195,,,21314.3785540211,6116.97172815858,8126.93802029294,3913.18403220729,,,1086.71004202689,5027.61780855989,15346.4988964383,24602.1336346825,,31251.2664903331,10405.4417908285,5236.52332086175,,,,,734.220308502355,660.735446616817,,,,,,,15074.1603403848,,,,
,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GDP Per Capita (in 1990 international Geary-Khamis dollars),,Description GDP per Capita,,0=[0xBD0026][32000] 1=[0xF03B20][10000] 2=[0xFD8D3C][5900] 3=[0xFEB24C][4100] 4=[0xFED976][3000],,,,,863,4647.31378692479,3427.71155668407,,1445.39524623453,,,9715.22719606046,10879.4743660929,,24911.5778678155,24234.638002483,7182.65362344453,,4804.69139591085,1123.54898934955,,11438.894293842,23496.5421281092,,1368.29956615953,,,,5041.03595883441,4728.17810185103,6284.52609007964,,,8666.20009122119,1152.47577746285,474.941615552342,2281.13536786047,1170.43495208849,25300.0838597084,2598.9938618504,,,723.269794503372,13176.0518902079,6303.02416371686,6689.75319949104,559.44685044074,2099.76403954205,,7890.16353373056,,10473.1991048294,3624.97805862735,,12939.1098023804,,,25060.2876308494,1208.76597082039,,4777.88953253973,4739.4679574615,3847.23281967628,2917,20361.3760768837,,22108.654847216,,,24651.3402793951,22202.1725307566,3801.02042567858,1010.44860719788,5842.27938011192,20546.9361074228,1685.93748214445,,15826.6234148337,,4442.0803299617,613.111878757884,609.052268499029,,689,,2280,,8735.56217068973,,2810.00817796093,,,1497.03170245804,25623.6792926665,18338.2918029316,19841.5386711961,3886.30762045054,22410.0656101345,5213.3590029588,10417.7017803583,1128.99895503886,,13425.0865827153,2757.88330374661,,14723.6360578987,4152.33516630484,1888.23777962435,780.993081515214,,,12273.0545051798,,,711.768731558502,628.061380225147,9589.80694335524,,999.477065001688,,,1302.7209560979,13740.8131504179,7972.48651781968,,,1016.33383991929,6930.01938869389,,3622.63282082509,2296.44860654058,,4484.23124288313,,1097.35229306454,24756.3624365103,,19268.6359863819,1652,492.388688196221,1656.98575780549,,28555.9548221343,8434.10989995952,2410.40777298722,,,6410,,3190,4949.58758167748,2829.25433319311,9684.48532435542,14631.4179298007,10781.8596848693,,,4685.6494685868,8584.89992481821,943.02210575837,,,,,,,9769.8999776313,1479.05936819436,7001.02077133281,6020.86299036195,665.760889440944,26783.0656667883,12346.0596603947,18287.8774018651,,949.56643138987,4913.66202625626,17848.9431040325,4650.71390185063,,,3065.13477590891,25376.7418993721,25025.2407617164,7527.3798134711,1473.92861937636,8835.17143094544,,,615.443546428104,,,20801.297648013,5911.4245280803,8184.53696134595,3449.62219526859,,,1040.12068666047,4881.960987928,15152.4861555217,25002.1190996614,,31654.9267549224,9603.64623199499,4851.29701599907,,,,,714.259392653292,802.649436040125,,,,,,,15313.9220863155,,,,
,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GDP Per Capita (in 1990 international Geary-Khamis dollars),,Description GDP per Capita,,0=[0xBD0026][32000] 1=[0xF03B20][10000] 2=[0xFD8D3C][5900] 3=[0xFEB24C][4100] 4=[0xFED976][3000],,,,,790,4367.43823060574,3385.7718510347,,1213.87826623198,,,9101.15274691821,9549.27310784613,,24097.5734509629,23388.2908086045,5805.47441420616,,4744.07767787494,1072.80845513642,,10502.3626982485,22867.0218044584,,1348.15658138966,,,,4496.17505094337,4619.41658341232,5987.80863497059,,,8072.31323549125,1142.10100303063,475.39773460495,2103.48932542382,1157.93589936719,24967.1672074442,2426.06202465904,,,739.561952563775,12648.0084910771,6047.56220347516,6339.93606494164,572.775792990729,2190.30165850624,,7415.13538294568,,9915.46746683074,3387.87185354691,,12229.2510546668,,,24748.7258423751,1173.61724867942,,4466.78150506444,4717.54451011924,3669.00209014213,2835,17243.3595323602,,20436.8322094946,,,23434.4674530763,21841.5918855572,3675.00659005379,977.726119724848,5183.10747468073,20040.6203180525,1619.27516906506,,15392.4435304443,,4270.37093237696,616.645314667267,605.788818136513,,679,,2191,,8715.09624965286,,2612.36347657761,,,1514.47430238994,24988.5217520457,17694.6022065334,19629.6063533315,3862.95767709405,21938.1705923005,5145.45046145179,9669.7592077332,1086.95756360501,,12931.8111548173,2561.68152586246,,13345.7362160071,3909.99507479351,1799.81309089504,749.676656770628,,,11145.3745353341,,,689.074711232578,589.228936396482,9179.61493888431,,987.730600007154,,,1321.71416530399,13297.1657658017,7802.88810942216,,,1031.49391607697,6260.18011625464,,3567.62080855433,2188.29150549714,,4291.53760902697,,1076.51591814153,23867.0107784343,,18926.940237388,1631,494.91298003292,1590.05623134199,,27921.1745416217,8052.54435777891,2297.48113677729,,,6099,,3060,4595.6367140039,2708.04309756019,9064.73644590233,14343.1627956971,10348.7278689093,,,4398.41709976488,7893.4743667815,898.407062751539,,,,,,,9745.92035956998,1447.07667172365,6536.90081356938,5813.81636359348,640.315068276713,25169.5279152063,11190.0541415033,16877.8174145145,,918.143381416539,4698.27464070925,17551.5855216146,4396.87236911992,,,2953.35702355117,24602.1471508107,24262.4355351868,7552.64094233092,1393.91556565595,8434.92024814197,,,620.685702710292,,,19854.2510121457,5618.71917286916,7929.96444136759,3142.25712663067,,,988.996604007966,4491.68647354487,14814.7335504031,24285.2826501444,,31357.5395877359,8968.14436772407,4474.82923521471,,,,,691.168213468438,826.798090491176,,,,,,,15297.2050230343,,,,
,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GDP Per Capita (in 1990 international Geary-Khamis dollars),,Description GDP per Capita,,0=[0xBD0026][32000] 1=[0xF03B20][10000] 2=[0xFD8D3C][5900] 3=[0xFEB24C][4100] 4=[0xFED976][3000],,,,,758,4116.77596295697,3370.14656684878,,1034.86301878847,,,8540.59822733843,8417.436052164,,23764.6136873853,22582.9469411792,4363.84595689351,,4780.8725387458,1022.74376937149,,9506.1670235546,22304.6903869885,,1341.26900350733,,,,4253.7763005824,4480.69578222243,5824.47136315656,,,7512.79470092009,1108.88247821293,469.506092418811,1927.70048896253,1147.55116453002,24484.3446535241,2203.72125671801,,,757.500166477708,12079.8531991317,5575.37277943117,6021.95630218528,583.647738811681,2119.86563825436,,6915.58854517669,,9460.70166969334,3031.78527282359,,11420.6924229139,,,24016.885909203,1143.26949903819,,4093.58477553207,4587.52905802236,3507.69310887004,2768,17506.0645379668,,18443.3749221616,,,22478.604138269,21450.0006829184,3711.4258897033,944.776645271791,4722.50395518878,19417.0570216031,1560.28209146466,,14610.9998265899,,4142.90709471106,614.285105634534,613.792367053493,,672,,2101,,8378.72876485689,,2423.78814023518,,,1464.87508118026,24348.7601180228,17065.2328664733,19283.7331714422,3793.7075581629,21575.0234740755,5097.79560419001,8822.36334922334,1053.32075548805,,12283.4336353416,2507.92959046627,,11925.2567416515,3935.79481748284,1668.01143104805,729.451904930743,,,10307.3135332618,,,674.996608165332,592.881313931325,8848.15404233694,,967.302187451816,,,1216.37654394724,12957.6181928049,7514.34621841776,,,1046.75725071302,5327.05218344913,,3349.11385077076,2057.93252795835,,4048.10595378721,,1053.15339053274,23113.73626981,,18705.723692823,1600,484.997247953531,1536.92070309209,,27358.4488704649,7775.66498543937,2210.94842870278,,,5942,,3007,4313.14955871754,2625.23565062018,8528.65295329268,14191.4650570072,9445.11927118712,,,4068.76149921882,7268.6759282485,860.503894873082,,,,,,,9619.82572695192,1450.74228495412,6180.81061392406,5745.89323605846,623.544445883815,23683.2322276116,10343.512490426,16092.7028779471,,896.663322459805,4490.40097128579,17144.8390630045,4125.98608135183,,,2864.98211692395,23627.3677287911,23480.6403664152,7484.21648836427,1332.34669139875,8093.33593626431,,,613.704726544915,,,17327.4050121261,5370.57674397247,7525.986459221,2865.28560737804,,,933.063346138823,4154.0060604641,14208.0507022953,23810.4316743916,,30841.6454964245,8613.14394227117,4205.06976341104,,,,,668.162321891599,849.291247797365,,,,,,,14984.7914976585,,,,
,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,GDP Per Capita (in 1990 international Geary-Khamis dollars),,Description GDP per Capita,,0=[0xBD0026][32000] 1=[0xF03B20][10000] 2=[0xFD8D3C][5900] 3=[0xFEB24C][4100] 4=[0xFED976][3000],,,,,685,3864.39450302019,3252.72770589291,,885.230648819602,,,7966.88557451243,7371.51663457424,,23322.0078830535,22080.3032749585,3485.47038900555,,4786.70733014856,981.617690678832,,8642.73314536347,21954.9480686646,,1346.91479056724,,,,4061.430389529,4488.80205682829,5713.4131651082,,,7000.11306243574,1052.69960357885,482.556904994165,1726.50105292778,1147.63153605666,23952.9086260486,2084.96659724794,,,725.46167116691,11485.2730015461,5168.70860096831,5830.76357033451,576.457240977524,2022.69459338045,,6628.77855517154,,9071.71960421732,2735.55988660524,,10693.0329156817,,,23525.7186347187,1130.86313985864,,3801.33752601975,4433.72879327369,3430.0863679948,2733,16415.9480608979,,16832.6028949212,,,21879.0931458565,21193.3997514713,3685.8368293448,925.784851215916,4294.08017656997,19283.6704872934,1504.19716925554,,14313.1787372283,,4093.62191786329,608.449930611741,604.934942455474,,673,,2025,,8047.2330408901,,2273.19524852911,,,1516.23720382043,23724.8897623168,16569.4460184988,19210.5197039757,3788.52268749655,21301.1782487397,4821.40674335457,8109.69142109833,1023.58685647997,,11460.6673398326,2537.25535698924,,10753.6584414064,3889.51502601254,1659.69135796628,715.52937248074,,,9532.42329332853,,,663.996381608629,593.513078667024,8562.69012117638,,939.361904268366,,,1183.18440263097,12640.6284114641,7362.21911690013,,,1062.10969681371,5011.00425524986,,3290.70377159691,1940.39281710051,,3992.23380705914,,1036.2315617353,22695.8259721256,,18298.0254705567,1923,463.688669855065,1497.48613406763,,26775.7620405023,7622.82809116853,2066.46210270489,,,5870,,2996,4084.059556093,2556.81542880143,8226.14199678853,14138.5974164184,10352.4974107899,,,3897.63628755063,6800.69962412547,824.72455864966,,,,,,,9287.41846996816,1410.72828578962,5801.83911630956,5495.96239604676,595.931876274087,22584.6922011547,9712.01441117198,15497.074090187,,878.542347880782,4306.17736064161,16822.7506595324,3916.58653494863,,,2803.62089703568,22942.6121695006,22959.6471742495,7211.71058334008,1272.17812174324,7823.94097574703,,,623.178036732302,,,16412.4293785311,5215.76023011521,7045.47785237261,2565.4475258741,,,887.637979299147,4014.2319972401,13681.1499635359,23306.5595809574,,30199.8008605518,8094.06499733617,3970.63451184354,,,,,650.541123401578,891.541152359811,,,,,,,14655.62403698,,,,
,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
