GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inflation (consumer prices - annual %),,Description Inflation,,0=[0xBD0026][24000] 1=[0xF03B20][27] 2=[0xFD8D3C][16] 3=[0xFEB24C][11] 4=[0xFED976][8],,,,,22.691292876,3.4,4862,,12465,,0.7,8585,8.9499533535,9,4353,3223,20.7915791446,4.5,3.5260031636,8.9019448947,8.1,14.8,4487,6.389275766,7.9472987607,,8.3271604938,,7.416856492,12.702188392,5672,,2.0849802372,12.3,10.6597978997,24.1073548099,24.9971788528,5.3378062763,2385,6.7827681027,,,10.2969758221,8717,5.92,6998,1.7007817628,7.3342453869,,13426,,6.1,,4.7,6.4,,,3399,11.9586206897,6.3,10645,8.4,11704,7257,6.5517669118,,10.4,,7.7322785792,3.9,3159,5.2643014558,4.4578331355,10.0079134793,2754,16522,,4236,5.1700460457,11356,18.3840645903,10.4600731355,8.1004623996,15.5196761326,,11.46,,6067,12407,8349,9777,,,3108,4.5974723853,3.5,22.0209276901,1396,14.9278150093,17.1519333991,16181,,10.5827097865,24.5242075012,,15.4,,10.7210394362,17.489448643,,,5.7,3.4,,9.2236203635,8.7126018661,5.4,12.2569812655,9.1709881367,4.3,,7.3466354125,8758,5125,,,25.0566644732,8.8,,3891,10.327791099,,10.350877193,,10.9092497161,3959,,3959,19826,11.3051098827,11583,,3766,12.0908273381,20.286121093,,,8759,10.7614182327,10152,5788,9299,4215,2651,15.050145157,,,7848,14108,15.4449311766,7.5872414338,7.175961687,8.7297100864,11.5659068385,4.3,,9.8687519648,5.7697585071,12.4,36.9737694301,14.8343726983,6612,4.6,5.7,17.3247043246,,11504,4.13,22564,,14.6671427438,12.6574601864,3298,2428,15.745325222,20.470521908,5468,,9.0642362195,8.6819672131,,10.4389965792,12.0484970952,4858,10444,,,,12.0508555483,25.2,,3629,,3816,7876,,4.8272858916,,,18.9762574318,12446,,,,,,,,,,,,
,,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inflation (consumer prices - annual %),,Description Inflation,,0=[0xBD0026][24000] 1=[0xF03B20][27] 2=[0xFD8D3C][16] 3=[0xFEB24C][11] 4=[0xFED976][8],,,,,16.975308642,2.93,3.56,,12249,5.11,5.2,8.83,4.4073608964,5.4,2332,2203,16.595366732,2.49,3.2566666667,9.1069849691,4.03,8.42,1818,2.3159842926,1.2980681333,,5.1561113876,,1.5155084413,7.0809984717,3638,,0.9677741195,8.4,-0.23,8.3420324059,7.6683934302,0.9214022457,2123,4.4109970419,,,-8.9747396201,4408,4767,5544,4.466167101,2.6564132427,,9357,,2.87,,2.37,2.93,,,1712,4.9659765455,3.14,6144,2276,10952,4579,2.8037383178,,6.59,,4.8037064131,1584,1607,5.0303188368,5.3658922706,9.2381281697,2276,10733,,2991,7.4006593788,6822,22.8444219214,4.6174377224,12.3044264182,8.5287846482,,6908,,7934,5028,6372,6034,,,2873,0.51,2038,9.293255157,,5.3868240319,10.7686707517,4256,,5.4849498328,10.1752413446,,10.08,,8.0303098238,11.3918966807,,,5.72,2.33,,10.3007211866,7.9522099086,2027,7.3751630886,1.4120020171,1.25,,7.254108413,9103,3967,,,9.045246163,4.3,,2036,8.16,,6.7277892562,,6.0976739876,2377,,2377,11127,0.0539592608,5392,,729,5.9552167699,7.5986844105,,,4162,0.9113504557,8129,1.78,2.81,2492,2423,13.758162576,,,4.84,9007,9.0807220587,2.0710774438,3.0726378552,8.3377077865,5.5770639322,2.5,,4.1687133641,5.8533042847,6.39,5.3206002729,11.66,2096,2.76,3.61,7.6634835937,,7.09,2844,15842,,6.4262793447,8.0760882786,1677,732,3.9077095044,13.1491247097,2242,,10.3009020175,0.9599470374,,5.8859040145,7.8893582232,3447,8756,,,,6.1385108329,12.84,,2346,,2.87,8.11,,3.9569892473,,,7.9051177899,10657,24410.9803790487,,,,,,,,,,,
,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inflation (consumer prices - annual %),,Description Inflation,,0=[0xBD0026][24000] 1=[0xF03B20][27] 2=[0xFD8D3C][16] 3=[0xFEB24C][11] 4=[0xFED976][8],,,,,3.5143769968,2.37,2326,,13305,8.44,,10898,2.8923566246,3.76,3538,1686,8.3740631954,2.39,2.0074696545,6.7652611705,7.31,7.03,2338,4.2328458968,3.7821769654,,5.0004543802,,6125,11.5552187914,4196,,0.1598880783,7.26,2.33,2.8090149783,6.1432557569,5.1175781602,2018,5.3690768707,,,8.0362889795,3392,1467,4296,3.3743636012,6.537843953,,11471,,3.21,,2.5,2.53,,,1.9,3.4834069968,2.4,7573,3299,4198,4037,4.4158998417,,4.43,,2.4908363879,1279,1912,-1.409401366,2.0557880647,9.1664045297,1784,10151,,3317,1.6671077005,6561,34.6952705997,1.9547371763,6.5785726678,13.0657120941,,5615,,3878,6774,6177,13104,,,2.7,2.11,2217,8.5919761235,0.3,6.2517246666,8.5908162593,6036,,3.0570133917,5.561201869,,6.56,,6.0482145404,7.3414460828,,,3.84,2.68,,10.7722453901,13.9742943548,3609,3.4630865894,1.5435259693,2.77,,6.2410332814,8914,3629,,,5.0951666166,2.9,,3285,13.24,,5.0532456081,,7.5550682747,3362,,3362,9.14,0.04048583,8227,,2332,3.2041301319,7.9210844006,,,2462,2.3684623842,9591,2004,6244,1033,3043,11.8358096197,,,6552,9679,8.8828265478,7.9137316288,2.3383217531,4.7662694775,3.7000868056,2.1,,2.2073466656,2.1134593993,11.72,-0.3534654987,9.54,973,4.48,2.46,11.2199870214,,4688,3563,10.02,,11.2813043274,5.3046394634,1498,1.06,10.0241105378,10.0108651862,4637,,3.9361625993,2.2265836492,,6.4383473623,8.3167293927,4.15,9597,,,,7.3106761356,9.09,,2.3,,3218,6.4,,2.0408163265,,,10.8447986914,9019,1096.68,,,,,,,,,,,
,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inflation (consumer prices - annual %),,Description Inflation,,0=[0xBD0026][24000] 1=[0xF03B20][27] 2=[0xFD8D3C][16] 3=[0xFEB24C][11] 4=[0xFED976][8],,,,,12.0859444942,2.37,1.64,,22961,4.58,2.5,9642,0.6423432682,3.49,2669,2108,9.6795073268,1.59,2.5862068966,7.0466181622,6.08,10.34,2533,3.6367134886,5.3645208583,,5.3115130635,,,8.6102252855,6884,,1.2444371188,5.04,6.42,13.5236783558,6.3492550655,2.0135395018,2.23,0.4188916129,,,7.8903656746,3053,1817,5048,3.0133239506,3.0944901146,,13798,,3.34,,2.56,1.85,,,1811,3.1049664015,2.18,4.19,2.1,8802,4691,5.6316335136,,4.09,,2.3657645383,777,1.9,3.7083333333,4.8386217754,8.2470716426,1.92,15113,,3484,6.1815116606,9107,31.3733025878,3.329199228,6.9255430389,15.72864619,,8.1,,3551,4.03,4246,10459,,,2.18,1.33,2206,15.2960431988,-0.6,3.4936853462,7.5799992913,10312,,4.1429758363,4.3548513386,,6.76,,3.4379303561,10.8343588481,,,2.66,2.49,,18.512564011,15.4103446604,3049,,6.397882939,3.01,,12.1256487186,4937,3988,,,12.7165674066,,,983,7.17,,2.2612193938,,6.8363326589,1502,,3038,9.6,7.7974978179,17856,,1522,1.8614357262,9.0633273703,,,2867,1.8361536739,6807,1623,7651,2123,2127,8.8143953233,,,9025,12683,9.0140891809,6.0402065658,3.910769658,3.9047619048,1.8567639257,1.7,,0.6993596225,1.704502602,,0.9071877181,12.05,473,2.71,2.48,7.3306634163,,3393,3382,10983,,9.8980048956,4.7740040455,822,1172,7.2403493935,7.0919324433,4.54,,1.1116740039,6.8015901699,,8.3246328391,6.8859441552,2014,8179,,,,8.448726423,13.51,,2041,,3379,4.7,,1.199200533,,,11.8112639375,18325,302.116742532692,,,,,,,,,,,
,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inflation (consumer prices - annual %),,Description Inflation,,0=[0xBD0026][24000] 1=[0xF03B20][27] 2=[0xFD8D3C][16] 3=[0xFEB24C][11] 4=[0xFED976][8],,,,,,2.28,3562,,43559,4.38,2.8,4416,6.9612613588,2.53,2344,1.95,6.7089304209,0.98,2.3529411765,9.1711406928,1.39,18.11,1862,3.0946240825,0.8738908309,,4.5945945946,,,6.9457036365,6597,,0.8142239947,6.35,-0.4,7.8516882177,3.9247816631,0.2336473801,1841,-1.8908217231,,,-5.3554002888,1055,3.9,5905,4.4749928908,2.4297660796,,12315,,2.03,,2.29,2.83,,,1156,3.122262047,1.99,51461,2.74,8106,4452,4.2196878709,,3.05,,2.8274851939,0.14,2342,0.4082053074,14.2067432846,5.6630927538,1.79,12629,,3022,2.4860817815,7577,,0.8833026969,4.6684662237,22.8117112569,,8.1,,6.78,3213,3767,6062,,,2.3,-0.41,2274,13.6256773489,,3.3618682148,6.8820543898,11624,,1.2485644368,4.1108137348,,6.19,,5.0201186977,7.8290870488,,,1.2,2.23,,13.811330984,11.4298060822,1.42,,-3.0997812806,2.79,,10.3676233473,4.71,4688,,,8.2411544942,,,1493,12.66,,4.1465000361,,2.8418113125,1.38,,2317,9.3,0.2625437573,15001,,465,0.7569386039,7.4446246934,,,466,2.1034066042,4327,3662,5976,3488,2509,6.7993366501,,,11881,10887,12.2507102894,1.6974585014,1.4603681443,1.7441860465,16.3131507906,1.4,,0.3296981993,0.5078835658,,3.8573039137,14.19,1671,7.55,3.59,6.9858420268,,1392,3053,9011,,9.9863251197,3.4453350732,1019,803,4.4331413672,7.1419650838,2759,,3.23751394,0.391843843,,10.9763633555,3.722490387,3622,8598,,,,3.7212874398,9.05,,1344,,2668,9.2,,1.4189189189,,,12.5150951495,17968,282.380166000879,,,,,,,,,,,
,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Inflation (consumer prices - annual %),,Description Inflation,,0=[0xBD0026][24000] 1=[0xF03B20][27] 2=[0xFD8D3C][16] 3=[0xFEB24C][11] 4=[0xFED976][8],,,,,,0.48,2583,,98342,3.21,1.8,13443,4.7215533661,3.29,2771,1296,2.2338649333,3.03,1.593625498,5.6687077344,1.62,28.4,1505,2.6053327906,1.4872424615,,2.0950434338,,,9.1899026563,14784,,0.3,2.16,2.03,10.7616697252,1.2100113363,0.6231635574,2742,1.1881703862,,,-1.7525694125,2.81,1167,7132,3.7990813667,-0.6318449874,,9448,,1.77,,4.14,0.11,,,2088,1.9819673463,1.55,27.45,7.9,3.21,2.12,7.3235439935,,1.34,,4.1727477776,1297,2169,2.2353531355,17.0328665432,4.7644176404,1031,26677,,3435,1.145631068,5606,,-3.502585511,5.9809781407,39.2814455459,,7.7,,4636,2.1,3806,6773,,,3995,0.67,2812,10.3220775773,-0.3,1.63,6.4382181012,9815,,0.9613502935,2.9746129518,,2.92,,6.6730949364,10.3302881237,,,-1.18,2.05,,-1.2249815918,9.5767978692,1074,,-1.3467261905,1.3,,5.1519015077,3924,4547,,,5.1289949942,,,1163,13.43,,7.1522563666,,5.7070093187,2236,,1748,6.6,-1.6144076918,14034,,2475,0.1853724301,2.9141347006,,,593,14.7090779664,14224,2263,3.45,0.8,3258,2.2645650439,,,15274,13666,7.4497001401,3.0626910739,1.0342537243,2.1782178218,0.1158301158,,,0.5867346939,-0.0303122158,,3.3025538641,7.6,487,8.55,5.58,8.2694634933,,5806,3102,8969,,22.9936402365,7.29,2.34,638,5.7968294491,16.3034912074,1804,,7.1651589144,-0.9629895796,,11.6373072805,3.813487345,2725,25338,,,,8.6804765157,5.2,,1363,,2.27904391328515,19.4,,3.0162412993,,,10.8323607023,21402,431.698782671256,,,,,,,,,,,
,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
